Book Id  ,Title                                                                                                      ,Author                   ,Author l-f                  ,Additional Authors                                                                                                                                                                                                                                                          ,ISBN              ,ISBN13               ,My Rating ,Average Rating ,Publisher                                   ,Binding               ,Number of Pages ,Year Published ,Original Publication Year ,Date Read  ,Date Added ,Bookshelves       ,Bookshelves with positions ,Exclusive Shelf   ,My Review                                                                                                                                                                                                                                                                                                            ,Spoiler ,Private Notes ,Read Count ,Owned Copies ,PublishedDate ,PageCount ,Categories                              ,AverageRating ,RatingsCount ,Description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ,ImageURL
   28541 ,"Dragonsong (Harper Hall, #1)"                                                                             ,Anne McCaffrey           ,"McCaffrey, Anne"           ,                                                                                                                                                                                                                                                                            ,9781481448604     ,"=""9781416924999""" ,        5 ,          4.25 ,Simon and Schuster                          ,Paperback             ,          192.0 ,        2003.0 ,                   1976.0 ,           ,2015/08/08 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,2016-05-17    ,      224 ,Juvenile Fiction                        ,              ,             ,"Forbidden by her father to indulge in music in any way, a girl on the planet Pern runs away, taking shelter with the planet's fire lizards who, along with her music, open a new life for her."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,http://books.google.com/books/content?id=N3ctDAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
 1103140 ,Anne McCaffrey's Dragonflight #3                                                                           ,Brynne Stephens          ,"Stephens, Brynne"          ,"Lela Dowling, Fred Von Tobel, Anne McCaffrey"                                                                                                                                                                                                                              ,                  ,"=""9781560600763""" ,        5 ,          4.53 ,                                            ,Graphic Novel         ,            0.0 ,        1991.0 ,                   1993.0 ,           ,2015/08/08 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,              ,          ,                                        ,              ,             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,
   61975 ,"Dragonflight (Dragonriders of Pern, #1)"                                                                  ,Anne McCaffrey           ,"McCaffrey, Anne"           ,                                                                                                                                                                                                                                                                            ,                  ,"=""9780345484260""" ,        4 ,          4.09 ,                                            ,Paperback             ,          299.0 ,        2005.0 ,                   1968.0 ,           ,2015/08/08 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,              ,          ,                                        ,              ,             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,
  673252 ,Anne McCaffrey's Dragonflight #1                                                                           ,Brynne Stephens          ,"Stephens, Brynne"          ,"Anne McCaffrey, Lela Dowling, Cynthia Martin"                                                                                                                                                                                                                              ,                  ,"=""9781560601760""" ,        4 ,          4.45 ,                                            ,Graphic Novel         ,          136.0 ,        1993.0 ,                   1991.0 ,           ,2015/08/08 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,              ,          ,                                        ,              ,             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,
    4407 ,"American Gods (American Gods, #1)"                                                                        ,Neil Gaiman              ,"Gaiman, Neil"              ,                                                                                                                                                                                                                                                                            ,9780755379927     ,"="""""              ,        3 ,          4.11 ,Hachette UK                                 ,Paperback             ,          635.0 ,        2005.0 ,                   2001.0 ,           ,2015/08/08 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,2011-11-10    ,      521 ,Fiction                                 ,          4.5 ,           7 ,"AN ACCLAIMED, EMMY-NOMINATED TV SERIES ON AMAZON PRIME VIDEO WINNER OF THE HUGO, LOCUS AND BRAM STOKER AWARDS 'To give him his full title: Neil Gaiman, Architect of Worlds, Svengali of Plot, Shaman of Character, Exploder of Cliché, Master Craftsman of Style, Dreamer Laureate of the Republic of Letters' DAVID MITCHELL 'Original, engrossing, and endlessly inventive' GEORGE R.R. MARTIN 'Brilliant and unique' GUARDIAN --- 'This is about the soul of America, the idea that everyone came here from somewhere' NEIL GAIMAN --- After three years in prison, Shadow Moon is free to go home. But hours before his release, his beloved wife is killed in a freak accident. Numbly, he boards a plane where he meets an enigmatic stranger who seems to know Shadow and claims to be an ancient god - and king of America. Together they embark on a profoundly strange road trip across the USA, encountering a kaleidoscopic cast of characters along the way. But all around them a storm of unnatural proportions is gathering. War is coming, an epic struggle for the very soul of America. And Shadow is standing squarely in its path. NEIL GAIMAN. WITH STORIES COME POSSIBILITIES."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            ,http://books.google.com/books/content?id=fXfJCKXp5-kC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
 1739740 ,Die Angst des Tormanns beim Elfmeter                                                                       ,Peter Handke             ,"Handke, Peter"             ,                                                                                                                                                                                                                                                                            ,                  ,"=""9783937793146""" ,        3 ,          3.18 ,                                            ,Hardcover             ,          106.0 ,        2004.0 ,                   1970.0 ,2015/08/02 ,2015/06/11 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,              ,          ,                                        ,              ,             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,
13202092 ,Eat & Run: My Unlikely Journey to Ultramarathon Greatness                                                  ,Scott Jurek              ,"Jurek, Scott"              ,Steve Friedman                                                                                                                                                                                                                                                              ,9781408833407     ,"=""9780547569659""" ,        4 ,          4.02 ,A&C Black                                   ,Hardcover             ,          272.0 ,        2012.0 ,                   2012.0 ,2015/02/03 ,2015/06/04 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,2013-01-01    ,      274 ,Athletes                                ,              ,             ,"An inspirational memoir by Scott Jurek, one of the finest ultrarunners in the world."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              ,http://books.google.com/books/content?id=MGCHd9CPiawC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api
23361321 ,"Die Stürme des Zorns (Die Sturmlicht-Chroniken, #2.2)"                                                    ,Brandon Sanderson        ,"Sanderson, Brandon"        ,                                                                                                                                                                                                                                                                            ,                  ,"=""9783453267480""" ,        4 ,          4.82 ,                                            ,Hardcover             ,          768.0 ,        2015.0 ,                   2014.0 ,2015/06/01 ,2015/05/10 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,              ,          ,                                        ,              ,             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,
   28877 ,"Red Dragon (Hannibal Lecter, #1)"                                                                         ,Thomas  Harris           ,"Harris, Thomas"            ,                                                                                                                                                                                                                                                                            ,                  ,"="""""              ,        4 ,          4.05 ,                                            ,Hardcover             ,          454.0 ,        2000.0 ,                   1981.0 ,           ,2015/05/09 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,              ,          ,                                        ,              ,             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,
17034242 ,"Die Gefährten (Der Herr der Ringe, #1)"                                                                   ,J.R.R. Tolkien           ,"Tolkien, J.R.R."           ,Margaret Carroux                                                                                                                                                                                                                                                            ,                  ,"="""""              ,        5 ,          4.39 ,                                            ,Paperback             ,          491.0 ,        1979.0 ,                   1954.0 ,           ,2015/05/09 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,              ,          ,                                        ,              ,             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,
17034856 ,"Die zwei Türme (Der Herr der Ringe, #2)"                                                                  ,J.R.R. Tolkien           ,"Tolkien, J.R.R."           ,Margaret Carroux                                                                                                                                                                                                                                                            ,                  ,"=""9783129081907""" ,        5 ,          4.48 ,                                            ,Paperback             ,          406.0 ,        1979.0 ,                   1954.0 ,           ,2015/05/09 ,                  ,                           ,read              ,                                                                                                                                                                                                                                                                                                                     ,        ,              ,         1 ,           0 ,              ,          ,                                        ,              ,             ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    ,
